@relation aux
@attribute A0 {'0','1'}
@attribute A1 {'0','1'}
@attribute A2 {'0','1'}
@attribute A3 {'0','1'}
@attribute A4 {'0','1'}
@attribute A5 {'0','1'}
@attribute A6 {'0','1'}
@attribute A7 {'0','1'}
@attribute A8 {'0','1'}
@attribute A9 {'0','1'}
@attribute A10 {'0','1'}
@attribute A11 {'0','1'}
@attribute A12 {'0','1'}
@attribute A13 {'0','1'}
@attribute A14 {'0','1'}
@attribute A15 {'0','1'}
@attribute A16 {'0','1'}
@attribute A17 {'0','1'}
@attribute A18 {'0','1'}
@attribute A19 {'0','1'}
@attribute A20 {'0','1'}
@attribute A21 {'0','1'}
@attribute A22 {'0','1'}
@attribute A23 {'0','1'}
@attribute A24 {'0','1'}
@attribute A25 {'0','1'}
@attribute A26 {'0','1'}
@attribute A27 {'0','1'}
@attribute A28 {'0','1'}
@attribute A29 {'0','1'}
@attribute A30 {'0','1'}
@attribute A31 {'0','1'}
@attribute A32 {'0','1'}
@attribute A33 {'0','1'}
@attribute A34 {'0','1'}
@attribute A35 {'0','1'}
@attribute A36 {'0','1'}
@attribute A37 {'0','1'}
@attribute A38 {'0','1'}
@attribute A39 {'0','1'}
@attribute A40 {'0','1'}
@attribute A41 {'0','1'}
@attribute A42 {'0','1'}
@attribute A43 {'0','1'}
@attribute A44 {'0','1'}
@attribute A45 {'0','1'}
@attribute A46 {'0','1'}
@attribute A47 {'0','1'}
@attribute A48 {'0','1'}
@attribute A49 {'0','1'}
@attribute A50 {'0','1'}
@attribute A51 {'0','1'}
@attribute A52 {'0','1'}
@attribute A53 {'0','1'}
@attribute A54 {'0','1'}
@attribute A55 {'0','1'}
@attribute A56 {'0','1'}
@attribute A57 {'0','1'}
@attribute A58 {'0','1'}
@attribute A59 {'0','1'}
@attribute A60 {'0','1'}
@attribute A61 {'0','1'}
@attribute A62 {'0','1'}
@attribute A63 {'0','1'}
@attribute A64 {'0','1'}
@attribute A65 {'0','1'}
@attribute A66 {'0','1'}
@attribute A67 {'0','1'}
@attribute A68 {'0','1'}
@attribute A69 {'0','1'}
@attribute A70 {'0','1'}
@attribute A71 {'0','1'}
@attribute A72 {'0','1'}
@attribute A73 {'0','1'}
@attribute A74 {'0','1'}
@attribute A75 {'0','1'}
@attribute A76 {'0','1'}
@attribute A77 {'0','1'}
@attribute A78 {'0','1'}
@attribute A79 {'0','1'}
@attribute A80 {'0','1'}
@attribute A81 {'0','1'}
@attribute A82 {'0','1'}
@attribute A83 {'0','1'}
@attribute A84 {'0','1'}
@attribute A85 {'0','1'}
@attribute A86 {'0','1'}
@attribute A87 {'0','1'}
@attribute A88 {'0','1'}
@attribute A89 {'0','1'}
@attribute A90 {'0','1'}
@attribute A91 {'0','1'}
@attribute A92 {'0','1'}
@attribute A93 {'0','1'}
@attribute A94 {'0','1'}
@attribute A95 {'0','1'}
@attribute A96 {'0','1'}
@attribute A97 {'0','1'}
@attribute A98 {'0','1'}
@attribute A99 {'0','1'}
@attribute A100 {'0','1'}
@attribute A101 {'0','1'}
@attribute A102 {'0','1'}
@attribute A103 {'0','1'}
@attribute A104 {'0','1'}
@attribute A105 {'0','1'}
@attribute A106 {'0','1'}
@attribute A107 {'0','1'}
@attribute A108 {'0','1'}
@attribute A109 {'0','1'}
@attribute A110 {'0','1'}
@attribute A111 {'0','1'}
@attribute A112 {'0','1'}
@attribute A113 {'0','1'}
@attribute A114 {'0','1'}
@attribute A115 {'0','1'}
@attribute A116 {'0','1'}
@attribute A117 {'0','1'}
@attribute A118 {'0','1'}
@attribute A119 {'0','1'}
@attribute A120 {'0','1'}
@attribute A121 {'0','1'}
@attribute A122 {'0','1'}
@attribute A123 {'0','1'}
@attribute A124 {'0','1'}
@attribute A125 {'0','1'}
@attribute A126 {'0','1'}
@attribute A127 {'0','1'}
@attribute A128 {'0','1'}
@attribute A129 {'0','1'}
@attribute A130 {'0','1'}
@attribute A131 {'0','1'}
@attribute A132 {'0','1'}
@attribute A133 {'0','1'}
@attribute A134 {'0','1'}
@attribute A135 {'0','1'}
@attribute A136 {'0','1'}
@attribute A137 {'0','1'}
@attribute A138 {'0','1'}
@attribute A139 {'0','1'}
@attribute A140 {'0','1'}
@attribute A141 {'0','1'}
@attribute A142 {'0','1'}
@attribute A143 {'0','1'}
@attribute A144 {'0','1'}
@attribute A145 {'0','1'}
@attribute A146 {'0','1'}
@attribute A147 {'0','1'}
@attribute A148 {'0','1'}
@attribute A149 {'0','1'}
@attribute A150 {'0','1'}
@attribute A151 {'0','1'}
@attribute A152 {'0','1'}
@attribute A153 {'0','1'}
@attribute A154 {'0','1'}
@attribute A155 {'0','1'}
@attribute A156 {'0','1'}
@attribute A157 {'0','1'}
@attribute A158 {'0','1'}
@attribute A159 {'0','1'}
@attribute A160 {'0','1'}
@attribute A161 {'0','1'}
@attribute A162 {'0','1'}
@attribute A163 {'0','1'}
@attribute A164 {'0','1'}
@attribute A165 {'0','1'}
@attribute A166 {'0','1'}
@attribute A167 {'0','1'}
@attribute A168 {'0','1'}
@attribute A169 {'0','1'}
@attribute A170 {'0','1'}
@attribute A171 {'0','1'}
@attribute A172 {'0','1'}
@attribute A173 {'0','1'}
@attribute A174 {'0','1'}
@attribute A175 {'0','1'}
@attribute A176 {'0','1'}
@attribute A177 {'0','1'}
@attribute A178 {'0','1'}
@attribute A179 {'0','1'}
@attribute class {'1','2','3'}
@data
'1','0','0','1','0','0','0','1','0','0','0','0','0','0','0','0','0','1','0','0','1','1','0','0','0','1','0','1','0','0','0','1','0','0','1','0','0','0','0','0','0','1','0','0','0','0','0','1','0','1','0','0','1','0','0','0','0','0','0','0','0','1','0','0','1','0','1','0','0','0','0','0','0','0','1','1','0','0','1','0','0','0','1','0','1','0','0','0','0','1','0','1','0','0','1','0','1','0','0','0','0','1','1','0','0','1','0','0','0','1','0','0','0','0','0','0','1','0','1','0','1','0','0','0','0','1','1','0','0','1','0','0','0','0','1','1','0','0','1','0','0','1','0','0','0','1','0','1','0','0','0','0','1','0','0','0','0','0','0','0','0','1','0','0','0','0','0','1','0','1','0','0','0','0','0','1','0','0','0','0','2'
'0','0','0','0','0','0','0','1','0','0','1','0','1','0','0','1','0','0','0','0','1','0','0','1','1','0','0','0','0','1','0','0','1','0','0','1','1','0','0','0','1','0','0','1','0','0','0','0','0','1','0','0','0','0','0','1','0','0','0','0','0','0','1','0','1','0','0','1','0','0','1','0','0','1','0','0','1','0','0','1','0','1','0','0','0','1','0','0','1','0','1','0','0','0','0','0','0','0','0','1','0','0','0','1','0','0','1','0','1','0','0','0','0','0','0','1','0','1','0','0','0','1','0','0','0','0','0','0','1','0','0','0','0','0','1','1','0','0','0','1','0','0','0','0','0','0','0','0','0','0','0','1','0','0','1','0','0','1','0','0','1','0','1','0','0','1','0','0','0','0','1','0','1','0','0','1','0','0','1','0','3'
'0','0','1','1','0','0','1','0','0','0','0','0','0','0','1','0','1','0','0','1','0','0','0','1','0','1','0','0','1','0','0','1','0','0','0','0','0','0','1','0','0','1','0','0','0','0','0','0','1','0','0','0','0','0','0','0','0','0','1','0','0','1','0','0','0','1','0','0','1','1','0','0','1','0','0','0','0','1','1','0','0','0','1','0','0','1','0','0','0','1','0','0','0','0','0','0','0','0','0','0','0','0','0','1','0','0','0','0','1','0','0','0','0','0','0','1','0','1','0','0','0','0','0','0','1','0','0','0','0','0','0','1','0','1','0','0','1','0','0','0','0','1','0','0','1','0','0','1','0','0','1','0','0','1','0','0','1','0','0','0','1','0','0','0','0','0','1','0','1','0','0','0','0','1','0','0','0','0','1','0','3'
'0','0','1','0','0','0','0','0','1','1','0','0','0','0','0','0','0','1','0','1','0','1','0','0','0','0','1','0','0','1','0','1','0','0','1','0','0','0','0','1','0','0','1','0','0','0','0','0','0','0','0','0','1','0','1','0','0','0','0','0','1','0','0','1','0','0','1','0','0','0','0','1','0','0','1','1','0','0','1','0','0','0','0','1','0','1','0','1','0','0','0','1','0','0','0','0','0','0','1','0','1','0','0','1','0','1','0','0','0','0','1','0','1','0','0','0','0','0','1','0','0','0','0','0','0','0','0','0','0','1','0','0','0','0','0','0','0','0','0','1','0','1','0','0','0','0','1','0','0','0','0','0','1','0','1','0','0','0','0','0','0','0','0','0','0','0','0','1','0','1','0','0','1','0','1','0','0','1','0','0','3'
'0','0','0','0','0','1','0','0','1','1','0','0','1','0','0','0','0','0','0','0','0','0','0','0','1','0','0','1','0','0','0','0','1','0','0','0','1','0','0','0','0','0','0','0','1','1','0','0','0','0','0','0','0','0','0','0','0','0','1','0','1','0','0','1','0','0','0','0','0','0','0','0','0','1','0','0','0','0','0','0','0','0','1','0','1','0','0','1','0','0','0','0','0','0','0','1','0','1','0','0','0','0','0','0','1','0','0','0','1','0','0','0','1','0','0','0','0','0','1','0','0','0','0','1','0','0','0','1','0','0','1','0','0','0','1','0','1','0','0','0','0','1','0','0','1','0','0','1','0','0','0','0','1','0','0','1','1','0','0','0','0','1','0','1','0','1','0','0','0','0','1','0','0','0','0','0','0','0','0','1','3'
'0','1','0','0','0','1','0','1','0','0','1','0','0','0','0','0','0','0','0','0','1','1','0','0','0','0','1','0','0','1','1','0','0','0','0','1','0','1','0','0','0','0','1','0','0','0','0','1','1','0','0','0','1','0','0','0','0','0','0','0','0','0','1','0','0','1','0','1','0','0','1','0','1','0','0','0','0','0','0','1','0','0','0','0','1','0','0','0','1','0','1','0','0','1','0','0','0','0','0','1','0','0','0','0','1','0','1','0','1','0','0','0','0','0','0','1','0','1','0','0','1','0','0','0','0','0','0','0','1','0','0','1','0','0','0','0','0','1','0','1','0','0','1','0','1','0','0','0','0','0','0','1','0','1','0','0','0','1','0','0','1','0','0','1','0','1','0','0','0','0','1','0','0','0','0','0','0','0','1','0','3'
'0','0','0','0','1','0','1','0','0','0','0','1','0','1','0','0','1','0','1','0','0','0','1','0','0','0','0','0','0','0','0','1','0','0','0','1','0','0','0','0','0','1','0','1','0','0','1','0','0','0','1','0','0','1','0','0','0','0','1','0','0','0','0','0','0','0','0','1','0','0','1','0','0','0','0','0','0','1','0','1','0','0','1','0','1','0','0','0','0','1','0','0','1','0','0','0','0','1','0','0','1','0','0','0','1','0','1','0','0','0','1','0','1','0','0','0','1','0','1','0','0','1','0','0','0','1','0','0','1','0','0','1','0','0','0','0','0','0','0','0','1','0','1','0','0','0','1','0','0','1','0','1','0','1','0','0','0','1','0','0','1','0','0','0','0','0','1','0','0','0','0','0','1','0','0','1','0','0','0','1','1'
'1','0','0','0','0','0','0','0','1','1','0','0','0','0','1','0','0','1','0','1','0','0','0','0','0','0','1','1','0','0','0','1','0','1','0','0','0','1','0','0','1','0','1','0','0','0','1','0','0','1','0','0','0','1','1','0','0','1','0','0','0','0','1','1','0','0','0','0','0','0','1','0','1','0','0','0','0','1','0','0','0','0','1','0','0','0','0','0','0','1','0','0','1','0','0','0','0','0','1','1','0','0','0','0','0','0','0','0','0','0','1','0','0','1','0','0','1','0','0','0','0','0','1','0','1','0','0','0','0','0','1','0','0','1','0','1','0','0','0','0','1','1','0','0','0','0','1','0','0','1','0','0','1','0','0','1','0','0','1','0','0','0','0','0','1','0','0','1','1','0','0','0','0','0','1','0','0','0','0','1','1'
'1','0','0','0','0','1','0','0','0','0','0','1','0','1','0','0','0','0','0','0','0','1','0','0','1','0','0','0','1','0','0','0','0','0','1','0','0','0','0','0','0','0','0','1','0','0','1','0','0','0','0','0','1','0','0','1','0','0','1','0','0','0','0','0','0','0','0','1','0','0','0','0','0','1','0','0','1','0','1','0','0','0','1','0','1','0','0','0','0','1','0','1','0','0','0','0','0','0','0','0','1','0','0','1','0','0','0','0','1','0','0','1','0','0','0','1','0','0','1','0','1','0','0','1','0','0','0','0','1','0','1','0','0','0','1','1','0','0','1','0','0','0','0','1','0','1','0','0','1','0','0','0','1','0','0','1','0','1','0','1','0','0','0','0','1','0','0','1','0','0','0','0','1','0','0','0','0','0','0','1','2'
'1','0','0','0','0','1','0','0','1','0','0','0','0','0','0','0','0','0','0','0','1','0','0','0','0','1','0','0','0','0','0','0','0','0','0','0','0','0','1','0','0','1','1','0','0','1','0','0','0','1','0','0','1','0','1','0','0','0','1','0','1','0','0','0','1','0','0','1','0','1','0','0','0','0','1','1','0','0','1','0','0','0','0','1','1','0','0','0','1','0','1','0','0','0','0','0','0','1','0','0','1','0','0','0','0','0','1','0','1','0','0','0','0','1','0','0','1','1','0','0','1','0','0','0','1','0','1','0','0','1','0','0','1','0','0','0','0','1','0','0','1','0','1','0','0','0','0','0','0','1','0','1','0','0','0','0','0','1','0','0','1','0','1','0','0','0','0','1','0','1','0','0','0','0','0','1','0','0','0','0','3'
'0','0','1','1','0','0','0','0','0','0','0','0','1','0','0','1','0','0','0','0','0','0','1','0','0','0','0','0','1','0','0','1','0','0','0','0','0','0','0','0','0','1','0','1','0','0','0','0','0','0','0','0','0','1','0','1','0','0','1','0','0','0','0','0','0','1','0','0','1','1','0','0','0','1','0','0','0','0','1','0','0','0','1','0','1','0','0','0','0','1','0','1','0','0','0','1','1','0','0','0','0','0','0','0','1','0','1','0','0','1','0','1','0','0','0','0','1','1','0','0','0','0','1','1','0','0','0','0','1','1','0','0','1','0','0','0','1','0','0','0','1','0','0','0','0','1','0','0','1','0','1','0','0','0','0','1','1','0','0','0','0','1','1','0','0','0','1','0','0','0','0','0','1','0','1','0','0','0','1','0','2'
'0','0','1','0','0','1','1','0','0','1','0','0','0','0','1','1','0','0','0','0','0','0','0','1','0','1','0','0','0','0','0','0','1','0','0','1','1','0','0','0','0','1','0','0','1','1','0','0','0','0','1','1','0','0','1','0','0','1','0','0','0','1','0','0','1','0','0','1','0','0','0','0','0','0','1','0','0','1','0','0','1','1','0','0','1','0','0','0','0','1','0','0','1','0','0','0','1','0','0','0','0','1','0','0','1','0','1','0','0','0','0','0','1','0','0','0','0','0','0','1','0','0','1','0','0','0','0','0','1','1','0','0','0','1','0','0','1','0','1','0','0','0','0','1','0','0','1','1','0','0','0','1','0','1','0','0','1','0','0','0','0','1','0','0','1','1','0','0','1','0','0','0','0','1','0','0','1','0','0','1','1'
'1','0','0','0','0','1','1','0','0','1','0','0','0','1','0','0','0','1','0','0','1','0','0','1','1','0','0','1','0','0','0','0','1','0','0','1','1','0','0','0','0','1','1','0','0','0','0','0','0','0','1','0','1','0','0','0','0','0','0','1','0','1','0','1','0','0','0','0','1','0','1','0','0','0','1','0','1','0','0','0','1','0','1','0','0','0','1','0','0','1','0','0','1','0','0','0','1','0','0','0','1','0','0','1','0','1','0','0','0','0','1','0','0','1','0','0','1','0','0','1','0','1','0','1','0','0','0','0','1','0','0','0','0','0','1','0','0','1','0','0','1','0','0','1','0','1','0','0','0','1','0','1','0','0','1','0','0','0','0','0','1','0','0','1','0','0','1','0','0','0','0','0','0','1','1','0','0','0','0','0','1'
'0','1','0','0','0','1','0','1','0','0','0','0','0','0','1','0','0','0','0','0','1','0','0','0','0','1','0','0','0','0','0','1','0','0','0','0','0','0','1','1','0','0','1','0','0','0','0','1','0','0','1','0','0','0','0','0','1','0','0','1','0','0','0','0','0','1','0','0','1','0','1','0','0','0','0','0','1','0','0','0','1','1','0','0','0','0','1','0','0','1','0','0','1','0','0','0','0','1','0','0','1','0','0','0','0','0','0','0','0','1','0','0','0','1','1','0','0','1','0','0','0','0','0','0','0','0','0','1','0','0','1','0','0','1','0','0','0','0','0','0','1','0','0','0','0','0','1','0','0','1','0','0','1','1','0','0','0','0','1','1','0','0','0','0','0','0','0','1','0','1','0','0','0','1','0','0','1','0','0','0','3'
'1','0','0','0','0','0','0','1','0','1','0','0','1','0','0','0','0','1','0','0','0','0','1','0','1','0','0','0','0','1','1','0','0','0','1','0','0','0','1','0','0','0','0','0','1','0','0','0','0','0','1','0','0','1','0','0','0','0','1','0','0','1','0','0','0','0','0','0','0','0','0','0','0','0','1','0','0','1','0','0','1','1','0','0','0','0','0','0','1','0','0','1','0','0','0','0','0','0','1','0','1','0','0','0','0','0','1','0','1','0','0','0','1','0','0','0','0','0','0','1','1','0','0','0','0','1','0','1','0','0','0','0','0','1','0','1','0','0','0','0','0','0','1','0','1','0','0','0','1','0','0','1','0','1','0','0','1','0','0','0','0','1','0','0','1','0','0','1','0','1','0','0','1','0','0','0','1','1','0','0','3'
'0','0','1','0','1','0','0','0','0','0','1','0','1','0','0','1','0','0','0','1','0','0','1','0','1','0','0','0','1','0','1','0','0','0','0','1','0','0','1','0','0','1','1','0','0','0','1','0','0','1','0','0','1','0','0','1','0','0','0','0','0','1','0','0','0','0','0','1','0','0','0','0','0','1','0','0','0','0','0','0','1','0','1','0','1','0','0','0','0','1','0','0','1','0','0','1','0','1','0','0','0','0','0','0','1','0','0','1','0','1','0','0','1','0','0','1','0','0','1','0','0','0','0','0','0','1','0','0','1','0','1','0','1','0','0','1','0','0','0','0','1','0','0','1','0','1','0','0','1','0','0','1','0','0','0','1','0','0','1','0','0','1','1','0','0','0','1','0','1','0','0','0','0','1','0','0','1','1','0','0','2'
'1','0','0','0','0','1','0','0','1','1','0','0','1','0','0','0','0','1','0','0','0','0','1','0','0','0','1','0','0','1','0','0','1','1','0','0','0','0','1','0','0','1','0','1','0','0','0','1','0','0','0','0','0','1','0','0','1','1','0','0','0','0','1','0','0','1','0','0','1','0','0','0','0','0','1','1','0','0','0','1','0','0','1','0','1','0','0','0','1','0','1','0','0','0','1','0','0','1','0','0','0','0','0','0','0','0','0','1','0','0','1','0','1','0','0','1','0','0','0','0','0','0','0','0','1','0','0','0','0','0','0','1','0','0','1','0','0','1','1','0','0','1','0','0','0','1','0','0','0','0','0','1','0','0','0','0','0','1','0','0','1','0','0','0','0','0','0','0','0','0','0','0','0','1','0','0','0','0','0','1','3'
'0','1','0','0','1','0','0','0','1','0','1','0','0','1','0','0','0','0','0','0','1','0','1','0','0','0','0','0','0','1','0','0','1','1','0','0','1','0','0','0','0','1','1','0','0','0','0','0','0','0','1','0','0','1','0','1','0','0','0','1','1','0','0','0','0','1','0','0','1','1','0','0','0','1','0','0','0','0','0','0','0','0','0','0','1','0','0','1','0','0','0','0','1','0','0','0','0','0','1','1','0','0','0','0','1','0','0','0','0','0','1','0','0','1','0','0','1','0','0','1','0','1','0','0','0','0','0','1','0','0','0','0','0','1','0','0','1','0','0','0','0','1','0','0','0','1','0','0','1','0','0','1','0','1','0','0','0','1','0','1','0','0','0','1','0','0','0','1','0','0','0','0','0','1','0','1','0','0','0','0','1'
'0','0','0','1','0','0','0','1','0','0','0','0','0','0','1','1','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','1','0','1','0','0','0','0','0','0','0','0','0','0','0','0','1','0','0','0','0','0','1','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','1','0','0','0','0','0','0','0','0','1','0','0','0','0','1','0','0','0','0','1','1','0','0','1','0','0','0','0','0','0','0','1','0','0','0','0','1','0','0','0','0','0','0','0','0','0','1','1','0','0','0','0','0','0','0','0','0','0','1','0','0','0','0','0','1','0','0','1','1','0','0','1','0','0','0','0','1','0','0','0','1','0','0','1','0','0','0','0','1','0','0','0','0','0','0','0','1','0','1','0','0','0','1','0','1','0','0','0','0','0','2'
'0','1','0','0','1','0','0','0','0','0','1','0','1','0','0','0','0','0','0','0','1','1','0','0','1','0','0','0','0','0','0','0','0','0','0','1','0','1','0','0','0','0','0','1','0','0','0','0','0','1','0','0','0','0','0','0','1','0','0','0','0','0','0','1','0','0','0','1','0','0','1','0','1','0','0','0','1','0','0','1','0','0','1','0','1','0','0','0','0','1','0','0','1','1','0','0','0','0','1','0','1','0','0','1','0','1','0','0','0','0','1','0','0','1','0','0','1','0','1','0','0','0','0','0','0','1','1','0','0','0','0','1','0','0','1','0','0','0','0','1','0','1','0','0','0','0','1','0','0','0','0','0','1','0','1','0','0','0','0','0','0','1','1','0','0','0','1','0','0','1','0','1','0','0','0','0','1','0','0','1','2'
'0','0','0','0','0','1','0','0','1','0','0','1','0','1','0','1','0','0','1','0','0','1','0','0','0','0','1','0','0','1','0','0','0','0','0','1','0','0','1','1','0','0','1','0','0','1','0','0','0','0','0','0','0','1','1','0','0','1','0','0','0','0','1','1','0','0','1','0','0','1','0','0','0','0','1','0','0','0','1','0','0','0','1','0','1','0','0','1','0','0','1','0','0','0','0','1','1','0','0','0','1','0','1','0','0','0','0','1','0','0','1','1','0','0','1','0','0','1','0','0','0','1','0','0','0','1','0','1','0','0','0','0','0','0','1','0','0','1','1','0','0','1','0','0','0','0','1','0','0','0','0','1','0','0','0','1','0','0','0','0','0','0','0','0','0','0','0','1','0','0','1','0','1','0','0','0','0','0','0','0','3'
'0','0','1','1','0','0','0','0','0','0','1','0','0','0','0','0','0','1','0','0','1','1','0','0','0','0','1','0','0','1','1','0','0','0','1','0','1','0','0','0','0','1','0','1','0','0','0','0','1','0','0','0','0','0','0','0','1','0','0','1','1','0','0','0','1','0','1','0','0','0','0','1','0','0','1','1','0','0','0','0','1','0','0','0','0','0','1','0','0','1','0','0','1','0','0','0','0','0','1','1','0','0','0','0','1','0','0','0','0','0','1','0','0','1','0','0','0','0','0','1','0','1','0','0','0','0','0','0','1','0','0','0','0','0','1','0','0','0','1','0','0','1','0','0','1','0','0','0','1','0','1','0','0','0','1','0','1','0','0','0','0','1','0','1','0','0','0','1','0','1','0','1','0','0','0','1','0','1','0','0','1'
'0','0','0','1','0','0','0','0','0','0','0','1','0','0','0','0','1','0','0','0','0','0','1','0','0','1','0','1','0','0','0','0','1','1','0','0','0','0','0','0','0','1','1','0','0','0','0','0','0','0','0','0','0','1','1','0','0','0','0','1','0','1','0','1','0','0','1','0','0','1','0','0','0','0','0','0','0','1','0','0','1','0','0','1','0','1','0','0','0','0','0','1','0','0','1','0','0','1','0','1','0','0','0','0','1','0','1','0','0','0','0','0','1','0','1','0','0','1','0','0','0','0','1','0','0','1','0','0','1','0','0','0','0','1','0','0','1','0','0','1','0','0','0','1','0','0','1','0','0','1','0','0','0','0','0','0','0','0','0','0','0','1','1','0','0','0','0','1','0','0','0','0','1','0','0','1','0','1','0','0','3'
'0','1','0','0','0','0','0','0','1','0','0','1','0','0','0','0','0','1','0','1','0','1','0','0','0','0','1','0','0','1','1','0','0','1','0','0','0','0','0','0','0','1','0','0','1','0','1','0','0','0','0','0','0','1','0','0','1','0','1','0','0','0','1','1','0','0','1','0','0','0','0','1','0','1','0','0','0','1','0','1','0','0','1','0','1','0','0','0','0','1','0','0','1','0','0','0','0','0','1','1','0','0','0','0','0','0','0','1','0','0','1','0','0','1','0','0','1','0','0','1','0','1','0','0','0','0','0','0','1','0','0','1','0','1','0','0','0','1','0','0','1','0','0','1','0','0','0','0','0','1','0','1','0','1','0','0','0','0','1','0','0','1','0','0','1','0','0','1','0','0','1','0','1','0','1','0','0','0','1','0','1'
'0','0','0','0','1','0','0','1','0','1','0','0','1','0','0','0','1','0','1','0','0','0','0','0','0','0','1','0','0','1','1','0','0','0','0','1','0','0','1','1','0','0','1','0','0','1','0','0','0','1','0','0','0','1','0','1','0','1','0','0','1','0','0','0','1','0','1','0','0','0','0','1','1','0','0','1','0','0','1','0','0','0','0','0','0','1','0','0','1','0','0','0','1','0','0','0','0','0','1','1','0','0','0','0','1','0','0','0','0','0','1','0','0','1','1','0','0','0','0','0','0','0','1','0','1','0','0','1','0','0','0','1','0','0','0','0','1','0','0','0','0','0','1','0','0','1','0','0','1','0','0','0','0','1','0','0','0','0','1','0','0','1','0','1','0','0','0','1','0','0','1','0','0','1','0','0','1','1','0','0','1'
'0','1','0','1','0','0','1','0','0','1','0','0','1','0','0','1','0','0','0','0','1','1','0','0','0','0','1','0','1','0','0','0','0','0','0','0','0','0','0','0','1','0','0','1','0','0','0','0','0','0','0','0','1','0','0','0','0','0','1','0','0','1','0','1','0','0','0','0','1','0','0','1','1','0','0','1','0','0','0','0','0','1','0','0','0','1','0','0','0','0','0','0','1','1','0','0','1','0','0','0','1','0','1','0','0','0','0','0','0','0','1','0','0','1','0','0','1','1','0','0','0','0','1','0','1','0','0','0','0','0','1','0','0','0','0','0','0','0','0','0','1','1','0','0','1','0','0','1','0','0','0','0','0','1','0','0','0','0','0','0','0','1','0','0','0','1','0','0','0','0','1','0','0','0','1','0','0','0','0','0','3'
'0','0','1','0','1','0','1','0','0','1','0','0','0','0','1','1','0','0','1','0','0','0','0','1','1','0','0','0','0','1','0','1','0','0','1','0','0','0','0','0','0','1','0','0','1','1','0','0','0','0','1','1','0','0','0','1','0','0','0','0','0','0','1','1','0','0','1','0','0','0','1','0','1','0','0','0','1','0','1','0','0','1','0','0','0','0','1','0','0','1','0','1','0','0','1','0','0','0','0','0','0','0','0','0','1','1','0','0','0','1','0','0','1','0','1','0','0','0','0','1','0','0','0','0','0','1','1','0','0','0','0','1','1','0','0','0','0','0','0','0','0','0','0','1','0','1','0','1','0','0','0','1','0','0','0','0','0','0','1','0','1','0','0','0','0','0','0','1','0','1','0','1','0','0','0','0','1','0','0','0','3'
'0','1','0','0','0','1','0','0','0','0','1','0','0','0','0','0','0','1','0','0','1','0','0','0','0','0','1','0','0','1','0','0','1','0','0','1','0','0','1','0','0','1','0','1','0','1','0','0','0','0','1','0','1','0','1','0','0','0','0','1','0','1','0','1','0','0','0','0','0','0','1','0','0','0','0','0','0','1','0','0','0','0','0','1','1','0','0','1','0','0','0','0','1','0','0','1','0','1','0','1','0','0','0','1','0','0','1','0','0','0','1','0','0','0','0','0','1','0','0','1','1','0','0','0','0','1','0','0','1','0','0','0','0','0','1','0','1','0','0','0','1','0','1','0','0','1','0','1','0','0','0','0','1','0','0','1','0','0','1','0','0','1','0','0','1','0','1','0','0','0','0','0','1','0','1','0','0','0','0','1','3'
'0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','1','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','1','0','1','0','0','0','0','0','0','1','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','1','0','0','0','0','0','0','0','0','0','0','0','0','1','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','1','1','0','0','0','0','1','1','0','0','0','1','0','1','0','0','0','0','1','0','0','1','0','0','1','0','1','0','0','0','0','0','0','0','0','0','1','0','1','0','0','0','0','0','1','0','0','0','0','0','0','1','0','0','0','0','0','1','0','1','0','0','1','0','1','0','0','0','1','0','0','1','0','0','1','0','1','0','0','0','0','1','0','0','1','3'
'0','0','0','0','1','0','1','0','0','1','0','0','0','0','1','0','0','1','1','0','0','0','1','0','1','0','0','0','1','0','0','1','0','0','0','1','0','0','0','0','1','0','0','0','0','1','0','0','0','1','0','1','0','0','0','1','0','0','0','1','0','0','1','1','0','0','0','1','0','0','0','0','0','0','0','0','1','0','0','0','1','1','0','0','0','0','0','0','0','1','0','0','1','0','0','0','0','0','1','1','0','0','0','0','1','0','1','0','0','1','0','1','0','0','0','0','1','0','0','1','0','1','0','0','1','0','0','1','0','0','0','1','0','0','1','0','0','1','1','0','0','0','0','1','0','0','1','0','0','1','1','0','0','0','0','1','0','1','0','0','0','0','0','0','1','0','1','0','0','1','0','0','1','0','1','0','0','0','0','1','1'
